FilterTextHtml.mime_types	application/vnd.ms-excel:charset\=utf-8	4
FilterTextHtml.mime_types	application/vnd.ms-excel:utf-8	11
FilterTextHtml.mime_types	application/vndms-powerpoint	13
FilterTextHtml.mime_types	application/vnd.mspowerpoint	3
FilterTextHtml.mime_types	application/vnd.ms-powerpoint	81433
FilterTextHtml.mime_types	application/vnd.ms-powerpointapplication/powerpoint	1
FilterTextHtml.mime_types	application/vnd.nokia.landmarkcollection+xml	10
FilterTextHtml.mime_types	application/vnd.nokia.n-gage.ac+xml	1
FilterTextHtml.mime_types	application/vnd.oasis.opendocument.spreadsheet	1663
FilterTextHtml.mime_types	application/vnd.oasis.opendocument.text,	2
FilterTextHtml.mime_types	application/vnd.oasis.opendocument.text	6650
FilterTextHtml.mime_types	application/vnd.ogc.context+xml	1
FilterTextHtml.mime_types	application/vnd.ogc.se+xml	3
FilterTextHtml.mime_types	application/vnd.ogc.wms+xml	2
FilterTextHtml.mime_types	application/vnd.openrasta.htmlfragment+xml	2
FilterTextHtml.mime_types	application/vnd.openxmlformats-officedoc	5
FilterTextHtml.mime_types	application/vnd.pdf	76
FilterTextHtml.mime_types	application/vnd.powerpoint	1
FilterTextHtml.mime_types	application/vnd.recordare.musicxml	8
FilterTextHtml.mime_types	application/vnd.recordare.musicxml+xml	41
FilterTextHtml.mime_types	application/vnds.ms-powerpoint	5
FilterTextHtml.mime_types	application/vnd.sun.wadl+xml	2
FilterTextHtml.mime_types	application/vnd.syncml.dm+wbxml	45
FilterTextHtml.mime_types	application/vnd.syncml.dm+xml	1
FilterTextHtml.mime_types	application/vnd.taverna.scufl+xml	11
FilterTextHtml.mime_types	application/vnd.taverna.t2flow+xml	1
FilterTextHtml.mime_types	application/vnd-text	13
FilterTextHtml.mime_types	application/vnd.topografix.gpx+xml	1
FilterTextHtml.mime_types	application/vnd.updatestar+xml	1
FilterTextHtml.mime_types	application/vnd.wap.connectivity-wbxml	1
FilterTextHtml.mime_types	application/vnd.wap.wbxml	3
FilterTextHtml.mime_types	application/vnd.wap.wml+xml	2
FilterTextHtml.mime_types	application/vnd.wap.xhtml+xml	5313
FilterTextHtml.mime_types	application/vnd.wordperfect	1172
